comment,True_Label,Predict
"Áo giống hình, chất vải hơi nóng.",4,4
"Banh đẹp, vì mình mua về trang trí nên thấy bóng vậy là đẹp, giá cả hợp lý.",4,4
Còn mặc lên thì đẹp nhé.,5,5
Chất lượng sản phẩm tuyệt vời móc khóa còn to hơn cả trong ảnh ((:.,4,4
Ảnh minh họa hai cổng gây hiểu lầm!,3,3
áo không bị lỗi. vải thun ổn phù hợp với giá tiền. nói chung đáng mua.,3,3
Chất lượng sản phẩm quá tệ.,1,1
Đẹp lắm shop.,4,5
Vải mỏng lắm.,1,1
Chất lượng sản phẩm đc.,4,3
"Mình mua cả 3 màu, vải rất đẹp, thời gian gh nhanh, shop phục vụ rất tốt.",5,5
Chất lượng sách tốt.,5,5
Được cái giao hàng nhanh.,2,5
Đóng gói sản phẩm rất đẹp và chắc chắn Đóng gói sản phẩm rất đẹp và chắc chắn Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Shop phục vụ rất tốt Shop phục vụ rất tốt Shop phục vụ rất tốt.,5,5
"Không biết do mình chịu loại này hay sao, môi mình vốn rất khô mà gặp em này mượt môi vô cùng.",4,4
Chất lượng sản phẩm rất đẹp.,5,5
"Thời gian giao hàng rất nhanh, hàng đẹp, vì đã từng dùng rồi nên thấy hài lòng.",5,5
Tuyệt vời ông mặt trời.,5,5
"chất son thì thôi khỏi bàn, Đóng gói sản phẩm rất đẹp và chắc chắn Rất đáng tiền Thời gian giao hàng rất nhanh.",5,5
Đã nhận đc hàng giao thiếu cái váy nt shop k trã lời hình thức giống lừa đảo quá.,1,1
Vừa nhận hàng xong và cảm xúc là: Trời ạ!,1,1
Giá rẻ hơn hẳn bên ngoài.,3,5
Nguyên seal.,4,5
Giày về nguyên hộp.,5,5
Mua lầm đây là đồ chơi của trẻ con.,3,3
Chất áo hơi mỏng.,3,3
Ao kg dep nhu hing.,1,1
Sao check mã ko ra shop nhỉ.,3,3
Chat trang cung xau hon chat den.,2,2
"Thay ghom k giong nhu toi nghi,mau bong va ban ao bu.",2,2
Chất lượng sản phẩm tuyệt vời.,5,5
bảo siri L gửi siri M.,1,1
Giao hàng nhanh.,5,5
Lần tới ủng hộ shop nữa nhé.,5,5
Ảnh mình chụp cam thường đấy ạ.,5,5
"Son dưỡng ẩm cũng ổn, gấu đẹp.",4,4
Hàng rất đẹp ạ mỗi tội phải đợi hơi lâu chút dù sao vẫn cho shop 5 sao 💋.,5,5
"Đẹp, vừa ý.",5,5
"Đóng gói sản phẩm rất đẹp và chắc chắn, hàng giống hình :).",5,5
Áo đep lắm.,4,4
Rất đẹp.,5,5
Shop ship hàng siêu nhanh.,5,5
Da mềm.,5,5
Chất dầy dặn.,5,5
"Rất đáng tiền, nhưng màu hoi nhat.",3,3
"Áo màu trắng hơi mỏng, nhưng đẹp Rất đáng tiền.",5,5
Mình rất ưng sản phẩm đẹp.,4,5
Áo k đc đẹp như hình :( tư vấn 75kg mà XXL mặc rộng cái XXL phải 90kg mới vừa quá :( mà thôi cho 4* khuyến khích.,4,4
Có bịch nilon lại hộp cám nên ko sao.,3,3
Sine xl kêu là 60 đến 70 kg mặc vừa .mà mặc dc cái áo ko mặc dc quần.,3,3
hơi thất vọng.,2,2
Mình chọn xanh than lại giao màu đen.,3,3
K dc chắc chắn lắm mấy cái gài để móc dây vào túi để đeo đều lỏng lẻo và tụt ra.,2,2
Hàng rất đẹp mình rất vừa ý.,4,5
Ngon đấy nhẹ nhưng gói hàng chán quá.,3,3
Thất vọng mất hết lòng tin.,1,1
Giá rẻ.,3,5
Đầm đẹp.,4,4
Chất vải thì khỏi chê luôn rồi.,5,5
"Đang đợi cuối tuần mẹ mình về thử, nếu mẹ thích sẽ mua thêm 👍🏻👍🏻👍🏻.",4,5
Chất lượng sản phẩm tuyệt vời Thời gian giao hàng rất nhanh Shop phục vụ khá tốt.,5,5
Chất vải tạm đc.,2,2
Thời gian giao hàng rất nhanh.,4,5
Giao hang rất nhanh.,5,5
Sản phẩm rất đáng tiền.,4,5
"Túi hơi mỏng, ko chắc chắn lắm.",2,2
Cảm ơn shop nhiều.,3,5
Mùi khó chịu và hắc vô cùng Đóng gói sản phẩm tạm được.,3,3
Thích hợp cho da sáng trung bình.,3,3
"Sản phẩm đẹp,vải OK. hợp với giá tiền.",5,5
"Giầy đúng với hình, đi vừa chân, mình hài lòng.",5,5
Áo đẹp.,5,5
Chủ shop tư vấn form chuẩn.,4,4
Đóng gói sản phẩm rất đẹp và chắc chắn .,5,5
Ai ngờ áo rộng thùng thình.,4,5
Nhưng mua mặc đỡ trong tháng ở cữ nên cũng ok.,3,4
Màu xanh đẹp hơn hình.,5,5
Chất lượng vải kém.,2,2
Shop phục vụ rất tốt.,4,5
Sử dụng không dk như ý lắm.,2,2
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh.thuốc công dụng hay.,5,5
Rat thich lun nak.,5,5
Chất lượng sản phẩm tuyệt vời đặt 3 bộ . 1 bộ thiếi vit voi ốc . .,5,5
"Giao nhanh, sẽ ủng hộ nữa.",5,5
"Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn, hang dung voi mau!",5,5
"Áo form rộng đẹp, bạn nào béo mặc ok nhé,thời gian giao hàng hơi lâu xíu nhưng do chị chủ đáng yêu nên tớ sẽ cho 5 sao😆😆😆.",5,5
Giao hàng nhanh.,4,5
Chất lượng sản phẩm tuyệt vời.,5,5
Đóng gói sản phẩm quá kém.,2,1
",MÀU ÁO BÊN NGOÀI TƯƠI HƠN TRONG HÌNH.",1,1
"Áo ok, form vừa không to lắm.",3,3
Thơm.,4,5
Phù hợp giá tiền.,4,5
"Áo y hình nha , đẹp lắm , từ khi gửi hàng thì cách 1 ngày là mình nhận được rồi ^^ .",4,4
Kiểu cọ và form áo ở ngoài nhìn k thích lắm.,3,3
vải hơi nóg hình dán cứg.,3,3
Hàng giao nhanh mẫu mã tuyệt vời Shop phục vụ rất tốt Rất đáng tiền.,5,5
"áo giống hình. nhưng hơi rộng 1 chút , phải đi sửa Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn.",5,5
Vải xấu khủng luôn.,1,1
là con gái nhưng shop ko chọn hình đc. nên nhận đc toàn hình đen xì. ko có chút màu nào.,1,1
Giao hàng 4 giờ quá nhanh.,3,3
thoi gian giao hang cham hon moi khi.,2,2
"đặt 4 su đúc và 2 cotton nhưng giao hàng lại cả 6 su đúc, hơi k hài lòng.",2,2
Áo hơi ngắn so với hình vải hơi xù nhưng màu đẹp nói chung là tạm đc.,2,2
Mình k thích cổ áo lắm nó hơi cứng.,3,3
"Chất vải rất đẹp, mình lấy size L hơi rộng định đổi nhưng chắc tự de ra tiệm sửa vậy.",3,3
Mịn.,5,5
"Vải đẹp, hàng y hình.",5,5
Chất lượng sản phẩm tuyệt vời.,5,5
Quá đẹp quá rẻ ... rất hài lòng Shop phục vụ rất tốt.,5,5
"Nhẹ, ko rít mặt, rất mỏng thoáng nên làm kem lót trang điểm ok ko bị dày bịch như các kcn khác.",4,4
"Giao hàng siêu nhanh, kẹo ngon lắm nè ^^.",5,5
"Áo đẹp xuất sắc, “không tương xứng với giá tiền” vì áo quá đẹp mà giá rẻ cực kỳ 😜😜😜.",5,5
Chừng 3 lần giặc máy chắc k mặc đc nữa.,2,2
Chất lượng sản phẩm tốt.,5,5
Mặc đẹp nắm luôn.,5,5
😌.,1,5
Áo form rộng đẹp.,5,5
Phom chuẩn rất ưng luôn.,4,5
Áo đẹp !!!,5,5
Shop giao thành quần warm :((.,2,2
"đẹp, nhưng hơi bị rộng tý.",4,4
Giày giống hình.,4,4
moi đat hom qua ma hnay đa nhan đuoc roi Thời gian giao hàng rất nhanh Rất đáng tiền.,5,5
Váy rất xinh dày dặn chắc chắn.,5,5
Cảm ơn shop nhé.tai nghe phê lắm.nhìn chắc chắn.,5,5
Không hài lòng về hàng.,1,5
Hi.,3,3
Vải quá dởm.,1,5
Để xài thử mới biết đc.,4,4
Shop phục vụ rất kém.,1,1
Màu đẹp.... thanks shop nhé...,5,5
"Mua mà nhờ ngta nhận dùm, nên chưa thấy cái đầm ra sao, haha Thời gian giao hàng rất nhanh.",4,4
"Vai nhe, mat.",5,5
Đóng gói sản phẩm rất đẹp và chắc chắn.,5,5
Vừa in.,3,5
Rất đáng tiền Thời gian giao hàng rất nhanh. hàng giống hình. chất lượng phù hợp với giá tiền.,4,4
"Giao hàng nhanh chóng,.",3,5
Pha màu tím mà giày k giống.,2,2
Đáng đồng tiền ❤.,5,5
Với giá tiền cả hai áo em thấy đắt.,2,2
Đã vậy ship còn nhanh..,5,5
Qua tệ.,1,1
Cùng set nhưng cái to cái nhỏ nên trừ 1*.,2,2
Làm ăn không có tâm.,1,1
Vai mình khá rộng nhưng vẫn ok.,5,5
Dây áo hơi to :(( hiuhiu.,3,3
Thanks shop.,4,5
"Vải mịn nhưng áo dài quá nên mất đẹp, ko crt như hình.",3,3
Lần thứ 2 mua hàng.,3,3
Chất lượng như hình nhưng m mua màu xanh lại giao màu vàng nên trừ 1 sao.,5,5
Hàng đẹp hơn ảnh.,5,5
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh sẽ ủng hộ dài dài.,5,5
Hàng ok...xài tốt...xạc nhanh...chất lượng tuyệt vời..,5,5
Chất lượng sản phẩm tuyệt vời.,5,5
bị rách một xíu Đó Đóng gói sản phẩm rất kém Giá cả chấp nhận được.,2,2
Chất lượng sản phẩm tốt.,4,5
Rất đáng tiền.,5,5
Nhưng mình 51ky nhưng mặc ko vừa.,2,2
Áo có 40k mà chất dày dặn lắm nhé.,3,3
Giao k đúng mẫu như hình 😂 có thêm túi trong suốt bên ngoài.,3,3
Lởm.,1,5
Nên mua nha mn.,5,5
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh.,5,5
Rất đáng tiền.,5,5
Tư vấn quá ok.,4,4
Tặng shop 2 lần 5* .Thích shop nhiều lắm...,5,5
Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Đóng gói sản phẩm rất đẹp và chắc chắn Rất đáng tiền Rất đáng tiền Shop phục vụ rất tốt.,5,5
"Shop phục vụ rất tốt ,giao hàng chậm hơn mong đợi .",3,3
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời.,5,5
Kiểu dáng đẹp.,4,4
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt.,5,5
Vải mịn.,4,5
Áo giống hình nhưng quả quá lớn mặc lên k ôm đc ngực nên nhìn rất xấu.,3,3
Chất lượng sản phẩm tuyệt vời.mua nhiều lần rất ok.rất tin tưởng shop.đẹp giá cả hợp lý.,5,5
"Điều kiện áp dụng ko giống mô tả,mình sử dụng vào ngày thứ 3 thì cửa hàng xác nhận là ko áp dụng cùng với các khuyến mãi khác.mong shop kiểm tra.",2,2
K bao giờ mua lại lần nữa.,1,1
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn hàng đẹp Shop phục vụ rất tốt c.ưn shop😁😁.,5,5
Đóng gói sản phẩm rất đẹp và chắc chắn Chất lượng sản phẩm tuyệt vời.,5,5
Vải đẹp lắm nha.,4,5
Thời gian giao hàng 1 tuần 😅.,2,2
Áo đẹp lắm..Nhưng hơi rộng vs mk.,2,2
Rất đáng tiền .,5,5
Áo đẹp và vừa nhé.,4,5
Bạn nào muốn mua nên xem lại cách trừ hao size nhé vì áo rất nhỏ.,3,3
Chất lượng sản phẩm tuyệt vời .Đóng gói sản phẩm rất đẹp và chắc chắn.,4,5
"Vải mỏng,vồi dễ bong chữ,giặt 1l mk thấy nó chảy cmnr 😂😂😂.",1,1
Sp tạm được!,4,4
Shop làm ăn quá tệ ..,1,1
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Thời gian giao hàng rất nhanh Rất đáng tiền Rất đáng tiền Shop phục vụ rất tốt Rất đáng tiền.,5,5
"Tối đặt sáng có, quá nhanh quá tỉ mĩ.",1,1
"Mua sale 260k, giống hệt gói 355k mình mua ở Tuticare.",4,3
Cảm ơn chị shop dể thương nha.,5,5
Nước giặt thơm lắm ạ!,5,5
Lần sau sẽ ủng hộ shop.,5,5
Thời gian giao hàng chậm Chất lượng sản phẩm tạm.,3,3
"Đặt sz 38 nhưng trên áo là sz 36, may ko quá chật.",4,4
Size nhỏ.,3,3
"Chất lượng sản phẩm tạm được, nhưng mặn quá.",2,2
Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Shop phục vụ rất tốt Rất đáng tiền Rất đáng tiền Thời gian giao hàng rất nhanh.,5,5
Chắc chắn chỉ dám mua lần này không có lần sau.,2,2
Chất lượng sản phẩm tuyệt vời nhưng giao sz màu Rất đáng tiền.,4,4
Giày đẹp lắm ạ.,5,5
Giao hàng nhanh gọn lẹ. ♥️.,5,5
Đặt 6sp thích nhất mỗi áo này.,2,1
màu son đẹp dã man.,5,5
Màu 15 hơi ngả về tông hồng hơn là đỏ khi son lòng môi.,3,3
"Đóng gói sản phẩm rất đẹp và chắc chắn Thời gian giao hàng rất nhanh, chất lượng sản phẩm phải dùng thì mới biết được.",4,4
Giày cực đẹp đi êm đáng tiền.,5,5
5 sao cho chủ shop. 4 sao cho chất lượng.,5,5
"Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời, y hình, shop giao đúng màu, đúng mẫu, đúng size, số lượng luôn, good.",5,5
Áo đẹp giống hình.,5,5
Đến tận hôm nay mình mới có thời gian đánh giá shop.,4,4
Tốt trong tầm giá.,4,3
"Shop bán sim lừa đảo ,in giấy đăng ki làm theo cú pháp DK gói vd89p ,mất 89k cuối cùng đăng kí cho số dt khác là sao ,làm ăn gì kì cục vậy.",1,1
Chất liệu lần này k đẹp như lần trc.,3,3
Áo ok.nhưng bị rách.,4,1
Thuốc dùng rất tốt.,5,3
Với giá tiền thì chất lượng ở mức Hài lòng.,4,4
Quá đẹp luôn ❤️.,5,5
Bảo mỗi cái 1 màu lại gủi 2 cái cùng màu.,2,2
K bằng đợt trc mình mua.,4,4
Ko giống như hình.,1,2
Cám ơn quà nhỏ xinh của shop...,5,5
Hàng đẹp nhưng có vài chỗ bị lỗi.,4,4
Nhưng áo rất đẹp.,5,5
Chất lượng sản phẩm tuyệt vời Rất đáng tiền Thời gian giao hàng rất nhanh.,5,5
Áo size M chật so với số đo shop hướng dẫn.Còn lại mẫu mã chấp nhận được.,3,3
chất tốt kiểu đẹp như ảnh .nói chung mình khá hài lòng.,5,5
"Rất đáng tiền,chất liệu vải rất ok.Mịn mà mát nữa.",5,5
Vỏ trầy xước hơi cũ.,2,2
"Vải dày,có túi sau.",4,4
Áo đẹp.,5,5
Sạc rất nhanh mình rất thích.,5,2
Chị chủ rất de thương.,4,4
Sp ok!,3,4
"Chỉ đều k hỏi shop mà đặt đại size m.52kg cao 1m6, Về vừa khít.",5,5
"Chỉ thừa nhiều, Chất lượng sản phẩm tốt, dáng váy đẹp nhưng bị lệch sống lưng khoảng 2phân.",3,3
Tuy nhỏ nhưng có võ đó nhe hehe.,5,5
"- Giặt tay lần đầu k bị ra màu (quần màu đen) nhưng các màu khác mình khuyên các bạn nên giặt tay lần đầu mặc,để trách bị lem màu nếu các bạn dùng máy giặt.",3,3
Chất mềm.,5,5
Áo bị bẩn.,2,1
Vạt Áo ko bằng nhau.,1,1
Màu không đẹp cho lắm.,2,2
"Mình cao 1m50, 48kg nhưng mặc vẫn khá rộng nên mọi ng cân nhắc trước khi mua.",3,3
Chất lượng sản phẩm tốt dán khó ăn.,5,5
Yêu chị chủ shop ❤.,4,5
Rất thích Shop phục vụ rất tốt Chất lượng sản phẩm tuyệt vời.,5,5
sản phẩm k hoàn toàn giống hình nhưng cũng rất ok.,4,4
Đóng gói hàng rất cẩn thận và giao hàng nhanh.,5,5
Đặt màu nâu đậm mà shop lại giao màu đen :(((.,3,3
Đường chỉ rơi hết ra.,1,1
Hơi khác so với trong hình.,4,3
❤️.,3,5
Vải hơi mỏng nhưng hợp vs giá tiền.,3,3
Lần đầu mua hàng của shop thấy cũng uy tín mà nhận cái áo quá chán ko buồn mặc thử.,1,1
Hang thai lan sản xuất tại Trung Quốc.,3,3
"Chất đẹp dày dặn nhưng bị lỗi đường may, và from hơi rộng.",4,4
Đóng gói sản phẩm chắc chắn Chất lượng sản phẩm tốt Thời gian giao hàng nhanh.,5,5
"Chất lượng sản phẩm tuyệt vời, chị chủ dễ thương.",5,5
Quần co giản rất tốt và dày nữa.,5,5
Với giá tiền ít vật thì chất vài cũng được.,5,5
2 màu khác nhau v.,2,2
Nhưng giày đẹp.,3,5
Nên mặc chỉ đc 1 time chứ dài lâu hơi khó.,3,3
Đáng mua.,5,5
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh ..,5,5
Rộng thùng thình nhu 1 cái nơm .,1,1
"Chất lượng sản phẩm tuyệt vời, loa mở to kg bị rè, thích lắm nha.",5,5
"shop làm ăn có tâm, thích nhất sự nhiệt tình của shop💋💋💋💋.",5,5
Giao đúng thời gian dự tính.,3,1
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Thời gian giao hàng rất nhanh Thời gian giao hàng rất nhanh Rất đáng tiền.,5,5
Nên chọn lớn hơn 1 size Rất đáng tiền Thời gian giao hàng rất nhanh.,4,4
vãi nĩ dày . nóng.,2,2
tạm ổn vải nóng.,3,3
Quần ok... nhưng đặt màu đen mà giao màu da.,2,2
Chất lượng sản phẩm tuyệt vời.,5,5
Áo đẹp..,5,5
Chất vải rất thích.,5,4
Áo đẹp với lại chất rất Ok hihi thái độ phục vụ rất tốt ak !!,5,5
Bạn chủ shop rất nhiệt tình chưa cần biết đến chất lượng đã thấy thích rồi.,5,5
Cạp nhỏ.,3,1
Chưa sài chưa biết sao mà thấy mẫu mã đẹp.,4,4
Chất k đc đẹp.,1,1
Bó cánh.,2,2
Tôi đặt hàng từ 29/10/2018 đến nay (05/11) chưa nhận được hàng mà hệ thống đã báo giao thành công??????,3,3
Sản phẩm hơi lỗi một chút.,2,2
"Áo mặc cực đẹp, ai cũng khen. 😊.",5,5
Mua lần 2 lại dk tặng quà nữa.,5,5
Tuy k đúng hàng nhưng cũng phải đủ chứ.,1,1
Rất dễ thương luôn.,5,5
